date,username,content,reply_count,retweet_count,like_count,view_count,tweet_url,total_engagement
2025-10-09 11:44:28+00:00,barengwarga,"Jadinya anggota DPR sekarang terima berapa setahun 
@tempodotco",6,182,0,31552,https://x.com/barengwarga/status/1976252421149266429,188
2025-10-09 07:27:05+00:00,barengwarga,"Saran revisi:

Warga: Pak tolong bantuin ini hape temen saya ilang.
Pak Polantas: Wah mohon maaf kebetulan kalau kehilangan itu yurisdiksinya teman-teman di Polres/Polsek (eh ini salah ga?), silahkan lapor ke sana ya, ada hal lain yang bisa saya bantu?

Gitu lho pak.",17,393,0,68709,https://x.com/barengwarga/status/1976187647065456803,410
2025-10-09 07:25:04+00:00,barengwarga,Maaf lupa trigger warning.,2,0,0,5405,https://x.com/barengwarga/status/1976187138057306464,2
2025-10-09 07:19:45+00:00,barengwarga,Siap abang seniorku!,9,52,0,17532,https://x.com/barengwarga/status/1976185802716741649,61
2025-10-09 07:13:30+00:00,barengwarga,"Tuh baca tweet dari 
@nabiylarisfa",1,8,0,8420,https://x.com/barengwarga/status/1976184228292309457,9
2025-10-09 06:36:33+00:00,barengwarga,,133,3124,0,669488,https://x.com/barengwarga/status/1976174928807502059,3257
2025-10-09 06:06:26+00:00,barengwarga,"Baca tulisan lengkap dari 
@mfatahilahakbar
 di 
@tempodotco",2,5,0,8041,https://x.com/barengwarga/status/1976167351000367442,7
2025-10-09 05:57:47+00:00,barengwarga,"Lihat program MBG ngawur? Lapor ke 
@MBG_Watch
 ya!

Rahasia dijamin aman!",9,565,0,33677,https://x.com/barengwarga/status/1976165173871378526,574
2025-10-09 05:56:38+00:00,barengwarga,"Mari ulangi:

Demonstrasi adalah hak, bukanlah kejahatan!
Demonstrasi adalah hak, bukanlah kejahatan!
Demonstrasi adalah hak, bukanlah kejahatan!",3,1472,0,65579,https://x.com/barengwarga/status/1976164883252343186,1475
2025-10-09 05:55:42+00:00,barengwarga,"Yuk mari merapat Kamisan hari ini di depan Istana Merdeka.

Yang belum bisa hadir, kamu bisa berefleksi dan berbincang sama teman-temanmu ""apakah TNI masih berfungsi sebagai alat pertahanan atau kembali melangkah dengan pelanggaran berat HAM?""

Ramaikan!",4,217,0,18857,https://x.com/barengwarga/status/1976164647905661187,221
2025-10-07 17:14:29+00:00,barengwarga,"Same fascist, different face.",2,300,0,28243,https://x.com/barengwarga/status/1975610696894431649,302
2025-10-07 16:21:03+00:00,barengwarga," TRIGGER WARNING 

SA, anak usia 17 tahun ditangkap dan dipaksa buka celana dan dioleskan  balsem ke alat kelamin saat diminta menjalani tes urine.

yg SA lakuin cuma mainl bola di dekat lokasi aksi. Emg tes urin prosedurnya begitukah? 
@DivHumas_Polri
 ",61,3713,0,195205,https://x.com/barengwarga/status/1975597250454974757,3774
2025-10-07 13:27:44+00:00,barengwarga,Sudah 10.482 (sepuluh ribu empat ratus delapan puluh dua) anak yang mengalami keracunan MBG.,75,4868,0,591118,https://x.com/barengwarga/status/1975553630934868370,4943
2025-10-07 13:21:16+00:00,barengwarga,Hari ini sudah tiga puluh sembilan hari Farhan (M. Farhan Hamid) dan Reno (Reno Syahputradewo) hilang.,38,9131,0,517637,https://x.com/barengwarga/status/1975552004601880615,9169
2025-10-07 09:54:17+00:00,barengwarga,"Kami bersama Koalisi MBG Watch telah merilis MBG Watch sebagai kanal pelaporan terkait penyimpangan program MBG.

Kamu bisa laporkan melalui:
 
mbgwatch.org
 
mbgwatch.org/form
 
wa.me/6281122225157

Sebarkan pesan ini ke sekitarmu ya!
#MBGWatch",72,3579,0,397080,https://x.com/barengwarga/status/1975499916157067769,3651
2025-10-07 07:29:24+00:00,barengwarga,"Sekecil-kecilnya perlawanan, tetaplah pelawanan.

Mulai dari dukung pembebasan kawan-kawan kita yang ditangkap!",14,991,0,68608,https://x.com/barengwarga/status/1975463453818298810,1005
2025-09-28 11:56:27+00:00,barengwarga,To All Our Friends in the Community,24,1,0,49857,https://x.com/barengwarga/status/1972269168344105242,25
2025-09-28 11:25:51+00:00,barengwarga,"Salah satu wajah paling konsisten dari represi di Indonesia adl kecenderungan menganggap hubungan sosial sbg bukti kejahatan.

Logika “guilty by association” ini bukan barang baru dlm sejarah otoritarian kita

Kalo mau baca versi teksnya bisa klik di sini: ",3,3,0,38660,https://x.com/barengwarga/status/1972261468394639665,6
2025-09-26 11:25:38+00:00,barengwarga,Berikut pesan personal dari admin AD: (2/2),5,19,0,19477,https://x.com/barengwarga/status/1971536638640820233,24
2025-09-26 11:21:16+00:00,barengwarga,"Bareng Warga memohon maaf atas pernyataan yang menyebut “Two-States Solution sebagai proposal Netanyahu.” Pernyataan tersebut tidak berbasis fakta atau analisis yang memadai, dipublikasikan secara impulsif oleh salah satu admin (AD), dan lolos dari mekanisme moderasi internal",40,166,0,72594,https://x.com/barengwarga/status/1971535539624120747,206
2025-09-26 10:49:20+00:00,barengwarga,"Sebagai orang pemerintahan, Stafsus dari 
@kemkomdigi
 bisa-bisanya bilang kasus keracunan massal yang sampai jadi Kejadian Luar Biasa ini adalah sabotase. Bener-bener sakit pikirannya.

Ribuan korban udah jatuh, situasi darurat, bukannya evaluasi malah bikin teori sabotase.",123,2284,0,163091,https://x.com/barengwarga/status/1971527503337734145,2407
2025-09-25 14:21:56+00:00,barengwarga,"Jangankan 5.626 orang, bahkan 1 orang korban keracunan aja udah terlalu banyak.

Mereka bukan sekadar angka statistik. Mereka adalah adik-adik kita, anak-anak yang dibesarkan dengan penuh perhatian oleh orang tuanya. Tetapi mereka malah keracunan akibat program triliunan negara.",8,88,0,11309,https://x.com/barengwarga/status/1971218615686115612,96
2025-09-25 14:17:13+00:00,barengwarga,"Sudah ada TOTAL 5.626 korban keracunan MBG, sampai tanggal 18 September aja.

Artinya, ini belum termasuk jumlah korban keracunan MBG di Bandung Barat, Ketapang, dan Bojonegoro yang baru terjadi.

Mau sampai kapan program yang meracuni ribuan anak ini dipertahankan? SAMPAI KAPAN?",58,2512,0,100334,https://x.com/barengwarga/status/1971217429411004899,2570
2025-09-25 13:14:22+00:00,barengwarga,Pidato Presiden Kolombia dan Presiden Chile memecah langit New York ,35,1172,0,97649,https://x.com/barengwarga/status/1971201615119167706,1207
2025-09-25 11:41:41+00:00,barengwarga,Ini nunggu alasan apalagi untuk berhentiin ini program?!!,7,20,0,6106,https://x.com/barengwarga/status/1971178287801172301,27
2025-09-25 11:40:34+00:00,barengwarga,"Korban keracunan MBG di Cipongkor, Bandung Barat sudah mencapai 1.171 orang sampai Kamis (25/09) siang.

Sejumlah siswa datang ke Posko KLB Keracunan MBG dengan keluhan sesak napas, sakit perut, pusing, dan mual.",2,26,0,9810,https://x.com/barengwarga/status/1971178006417899939,28
2025-09-25 11:35:34+00:00,barengwarga,Punya orang tua berkuasaaa?,6,19,0,29287,https://x.com/barengwarga/status/1971176749997359340,25
2025-09-25 11:14:32+00:00,barengwarga,"959 people have been named suspects 295 of them are children.

The manhunt continues across regions, they will keep being hunted and harassed.

People are still missing, families waiting without answers.

Not to mention the physical injuries and mental exhaustion this situation",32,2451,0,429000,https://x.com/barengwarga/status/1971171456777351173,2483
2025-09-25 11:00:54+00:00,barengwarga,Dimulai sejak 2013 dan menguat di tahun 2025 ini.,0,31,0,6810,https://x.com/barengwarga/status/1971168026604281986,31
2025-09-25 10:54:00+00:00,barengwarga,Ada case keracunan juga minggu ini di bojonegoro.,1,6,0,7193,https://x.com/barengwarga/status/1971166287473885302,7
2025-09-25 10:50:45+00:00,barengwarga,Di negara ini surveillance tools dipakai buat ngawasin aktivis dan massa aksi ,18,421,0,37223,https://x.com/barengwarga/status/1971165469597216826,439
2025-09-25 10:33:09+00:00,barengwarga,"Aksi Kamisan ke-879 sore ini di depan Istana. Kita bersama-sama menolak lupa 26 tahun Tragedi Semanggi II dan 6 tahun Tragedi Halu Oleo.
@sumarsih11",22,2346,0,982495,https://x.com/barengwarga/status/1971161040651186449,2368
2025-09-25 10:32:25+00:00,barengwarga,"Kenduri Suara Ibu Indonesia

Mengundang Ibu di Yogyakarta untuk membunyikan panci di Bunderan UGM.

Aksi membunyikan panci adalah simbol keprihatinan Ibu terhadap KLB keracunan massal MBG pelajar putra dan putri di Bandung Barat dan wilayah-wilayah lain se-Indonesia.",0,4,0,5713,https://x.com/barengwarga/status/1971160858974916838,4
2025-09-25 10:13:41+00:00,barengwarga,"Kenduri Suara Ibu Indonesia 

Mengundang Ibu-ibu di Yogyakarta hadir di Bunderan UGM Jumat, 26 September 2025 jam 16.00 WIB.

Bunyikan panci bersama sebagai tanda kepedulian atas KLB keracunan massal MBG yang menimpa anak-anak di Bandung Barat dan daerah lain.",6,441,0,32262,https://x.com/barengwarga/status/1971156143205732774,447
2025-09-25 08:08:38+00:00,barengwarga,"Saking parahnya keracunan MBG di Bandung Barat, kita sampai hampir kelewatan ada kasus keracunan juga di Ketapang guru dan siswanya total 25 orang.",31,1569,0,74985,https://x.com/barengwarga/status/1971124672424251886,1600
2025-09-24 17:14:47+00:00,barengwarga,Iya benar ini hanya di Bandung Barat.,1,19,0,15009,https://x.com/barengwarga/status/1970899730071990550,20
2025-09-24 17:13:15+00:00,barengwarga,"Hari ini genap 28 hari sejak aksi, Farhan dan Reno masih belum ditemukan.",12,4815,0,163210,https://x.com/barengwarga/status/1970899342379942152,4827
2025-09-24 17:07:46+00:00,barengwarga,"Korban Keracunan MBG Bandung Barat Bertambah, Total Jadi 842 Siswa
cnnindonesia.com/nasional/20250
…",2,5,0,16166,https://x.com/barengwarga/status/1970897963456381140,7
2025-09-24 17:07:35+00:00,barengwarga,Update total 842 siswa keracunan MBG Bandung barat.,95,2878,0,214255,https://x.com/barengwarga/status/1970897916962447521,2973
2025-09-24 14:55:32+00:00,barengwarga,"959 orang sebagai tersangka ini belom selesai tentunya, setiap minggu setiap hari masih terus bertambah angkanya.  
x.com/maribasuara/st
…",6,466,0,25210,https://x.com/barengwarga/status/1970864683432485005,472
2025-09-24 14:42:29+00:00,barengwarga,"Berikut merupakan thread terakhir kami soal hal tersebut, sisanya kami kurang lebih sepakat 
@RWWReborn
. Podium sebesar itu bisa dipakai untuk bicara lebih banyak tentang kejahatan israel, bukan menjilat dan sampai ngomong mau guarantee safety israel. Terima kasih.",2,7,0,13844,https://x.com/barengwarga/status/1970861399955186147,9
2025-09-24 14:37:50+00:00,barengwarga,"Halo kami jawab 
@RWWReborn
 yaa, pertama Kami minta maaf kalau tweet ini menjadi debat liar ya.

Kedua, untuk konteks ini kami udah clarify dibeberapa tweet lainnya, sudah dm juga 
@LembagaKERIS
 bahwa tweet yang di quote ini reaksi yang spesifik keluar dari pidato presiden. 

Dari",18,68,0,80500,https://x.com/barengwarga/status/1970860232239952121,86
2025-09-24 12:52:43+00:00,barengwarga,Heartwarming ,0,17,0,6007,https://x.com/barengwarga/status/1970833776176750654,17
2025-09-24 12:47:06+00:00,barengwarga,Hari Tani Nasional 2025,4,560,0,40437,https://x.com/barengwarga/status/1970832364222992880,564
2025-09-24 12:36:14+00:00,barengwarga,Besok sore di Tugu ,0,86,0,11087,https://x.com/barengwarga/status/1970829631021518890,86
2025-09-24 12:08:44+00:00,barengwarga,"Cipongkor darurat, kejadian luar biasa keracunan MBG hari ini .",125,3710,0,214709,https://x.com/barengwarga/status/1970822707815338421,3835
2025-09-24 05:45:37+00:00,barengwarga,"3. Desakan dan Tuntutan Rakyat

Melihat situasi tersebut, 
@SeknasKPA
 mengajukan 9 tuntutan utama:

1. Redistribusi Tanah – Pemerintah dan DPR diminta segera menjalankan reforma agraria sejati dengan fokus redistribusi tanah kepada rakyat dan penyelesaian konflik.

2. Penyelesaian",1,23,0,8525,https://x.com/barengwarga/status/1970726292581687399,24
2025-09-24 05:40:59+00:00,barengwarga,"2. Kegagalan Reforma Agraria

Reforma agraria yang seharusnya menjadi agenda pokok negara justru macet di birokrasi. 

Alih-alih membatasi penguasaan tanah oleh konglomerat dan korporasi, pemerintah justru menciptakan berbagai skema baru (bank tanah, food estate, proyek strategis",1,15,0,6859,https://x.com/barengwarga/status/1970725127999627731,16
2025-09-24 05:38:23+00:00,barengwarga,"[Refleksi Hari Tani Nasional 2025]

1. Potret Krisis Agraria

Hari Tani Nasional 2025 menjadi pengingat bahwa persoalan agraria di Indonesia belum menemukan jalan keluar. 
@SeknasKPA
 mencatat 24 masalah struktural agraria yang menandai semakin parahnya ketimpangan penguasaan",6,187,0,53619,https://x.com/barengwarga/status/1970724472782233751,193
2025-09-24 04:50:10+00:00,barengwarga,SELAMAT HARI TANI  x.com/SeknasKPA/stat…,6,1044,0,61175,https://x.com/barengwarga/status/1970712337880580482,1050
2025-09-24 00:30:10+00:00,barengwarga,SELAMAT HARI TANI ,3,287,0,78933,https://x.com/barengwarga/status/1970646909238026425,290
2025-09-23 17:32:03+00:00,barengwarga,Confirmed IDF Fanboy. ,0,5,0,8310,https://x.com/barengwarga/status/1970541684959441003,5
2025-09-23 17:22:13+00:00,barengwarga,"Kalo kurang jelas sama pesan diatas:

Jika nanti prabowo akan recognize insntreal ITU BUKAN KARENA 2 STATE. TAPI KARENA EMANG MAU AJA.

Itu yang jadi masalah pidatonya, bawa-bawa two state? Bullshit, dia nyari entry point biar bisa recognize instreal, padahal gak gitu.",5,134,0,33963,https://x.com/barengwarga/status/1970539212022947912,139
2025-09-23 16:59:04+00:00,barengwarga,"Kongkrit? Dari awal kritik kami jelas stance presiden memalukan, ini di elaborate:

Kejauhan dia ngomongin two state, sampe hari ini palestina masih di blokade! Selain korban bom dan peluru warga palestina mati kelaparan dan kehausan. Ada gak presiden ngomongin gini? Buka akses x.com/ujankxxxibgdrg…",62,1139,0,328213,https://x.com/barengwarga/status/1970533383462908381,1201
2025-09-23 16:53:25+00:00,barengwarga,Bedain perang sama pembantaian genocide aja gagal.,5,20,0,9747,https://x.com/barengwarga/status/1970531964433362952,25
2025-09-23 16:27:49+00:00,barengwarga,"Kongkrit? Dari awal kritik kami jelas stance presiden memalukan, ini di elaborate:

Kejauhan dia ngomongin two state, sampe hari ini palestina masih di blokade! Selain korban bom dan peluru warga palestina mati kelaparan dan kehausan. Ada gak presiden ngomongin gini? Buka akses",58,1528,0,271999,https://x.com/barengwarga/status/1970525522603188724,1586
2025-09-23 16:05:06+00:00,barengwarga,"Khas banget insinuasinya: kalau ga suka X berarti suka Y ya.

gimana mau buka obrolan kalau belom mulai udah kill messenger gini mainnya kalian.",5,136,0,30553,https://x.com/barengwarga/status/1970519804013617357,141
2025-09-23 14:57:02+00:00,barengwarga,"Fenomena aneh di twitter kalo kontra suatu hal dianggep biner gitu mulu:

1. Kritik anggaran senjata mahal = dianggep ga pro keamanan negara.
2. Kritik prabowo = anak abah 
3. Kritik two state = one state gak realistis, bodoh!

Terus ngeguruin dikira sipil biasa engga ngerti",19,300,0,81892,https://x.com/barengwarga/status/1970502675163947489,319
2025-09-23 14:48:15+00:00,barengwarga,"Kapal GSF aja yang cuma bawa makanan dan obat-obatan malah dituduh teroris sama Israel.

Kapalnya diserang drone nirawak berkali-kali di laut sampai rusak dan harus diperbaiki. Belum juga sampai Gaza, pemerintah Israel sudah bilang akan memblokir flotilla ini dengan alasan",9,1192,0,78073,https://x.com/barengwarga/status/1970500465260724263,1201
2025-09-23 13:59:06+00:00,barengwarga,"Seruan Aksi Hari Tani Nasional 2025 dari 
@KasbiIndo
 ",3,84,0,16113,https://x.com/barengwarga/status/1970488094458814588,87
2025-09-23 11:12:42+00:00,barengwarga,Nambah 200an hari ini anak-anak yang keracunan ,5,46,0,12689,https://x.com/barengwarga/status/1970446219127533780,51
2025-09-23 11:09:02+00:00,barengwarga,,2,9,0,9524,https://x.com/barengwarga/status/1970445298083471524,11
2025-09-23 11:08:53+00:00,barengwarga,Update total keracunan MBG Bandung Barat menjadi 365 siswa.,46,1214,0,243548,https://x.com/barengwarga/status/1970445258166280196,1260
2025-09-23 10:25:44+00:00,barengwarga,MBG di SMPN 3 Jayapura.,197,2764,0,218592,https://x.com/barengwarga/status/1970434402015740151,2961
2025-09-23 08:39:28+00:00,barengwarga,Two-state solution? Total bullshit x.com/pikirsiora/sta…,2,4,0,15369,https://x.com/barengwarga/status/1970407656365137946,6
2025-09-23 08:31:25+00:00,barengwarga,"Banyak nyocot intinya dukung two state solution?  
x.com/sxsxnineeight/
…",18,188,0,55251,https://x.com/barengwarga/status/1970405632231800871,206
2025-09-23 04:48:27+00:00,barengwarga,Presiden lu mau ngakuin kedaulatan israel coy ,240,4014,0,434978,https://x.com/barengwarga/status/1970349521646596359,4254
2025-09-22 15:03:51+00:00,barengwarga,"Breaking: 75 pelajar di Cipongkor, bandung barat keracunan MBG.

Pemkab  tetapkan status KEJADIAN LUAR BIASA, anak yg keracunan dirujuk ke RSUD Cililin, kondisi masih ditelusuri. Ada kemungkinan jumlah korban bisa bertambah.",148,2680,0,161361,https://x.com/barengwarga/status/1970142002147905755,2828
2025-09-22 12:59:14+00:00,barengwarga,"Jadi, menurut beberapa kawan diaspora dan jurnalis diaspora yang kami hubungi, wawancara dengan diaspora di New York itu sudah di-set sama wartawan istana, tidak bisa pilih narasumber lain.

Orang yang diwawancara pertama Glory lamria update berenang di hotel AMAN NY, hotel",593,10108,0,7156820,https://x.com/barengwarga/status/1970110640066056377,10701
2025-09-21 11:53:40+00:00,barengwarga,Serem bener komennya gini..,85,53,0,31875,https://x.com/barengwarga/status/1969731755109400624,138
2025-09-21 11:09:16+00:00,barengwarga,Udh 15 menit masih gacor bot komennya.,6,17,0,33791,https://x.com/barengwarga/status/1969720579420029337,23
2025-09-21 11:07:56+00:00,barengwarga,"Full buzzer dikomen, silahkan block dan mute guys",4,45,0,39848,https://x.com/barengwarga/status/1969720244714529040,49
2025-09-21 10:53:09+00:00,barengwarga,"Abis dicall out langsung muncul briefnya ""akun asu bajingan""",7,98,0,54424,https://x.com/barengwarga/status/1969716523628634435,105
2025-09-21 10:49:10+00:00,barengwarga,"Habis disebut pendengung muncul semua, keluar brief ngebuzznya, gila :))",106,1310,0,495118,https://x.com/barengwarga/status/1969715521626259855,1416
2025-09-21 10:39:27+00:00,barengwarga,"Hari ini filipina aksi, PULUHAN RIBU warga filipina turun kejalan imbas pemerintahan yang korup, terbentang juga jolly rogers yg terinspirasi dipakai indonesia ",74,3956,0,244707,https://x.com/barengwarga/status/1969713074950357093,4030
2025-09-21 10:02:17+00:00,barengwarga,"Pendengung pro-pemerintah ini brengseknya udah keterlaluan.

44 orang dilaporkan hilang dan 33 ditemukan di kantor polisi, lalu berangsur-angsur ditemukan hingga tersisa 3 orang.

Ada satu dari tiga yang ditemukan, bima. Saat publik bersyukur dan keluarga bernapas lega, mereka",221,5302,0,551228,https://x.com/barengwarga/status/1969703722528969154,5523
2025-09-21 09:14:18+00:00,barengwarga,Pangeran nipunegoro,42,1352,0,103486,https://x.com/barengwarga/status/1969691649258504670,1394
2025-09-20 18:57:29+00:00,barengwarga,Farhan dan Reno masih hilang ,13,1751,0,165788,https://x.com/barengwarga/status/1969476021809557612,1764
2025-09-20 17:15:21+00:00,barengwarga,"Ciri-Cirinye Negara Totalitarian

1. Kontrol penuh atas warga – dari cara bicara, cara mikir, sampai apa yg boleh dilihat/dibaca.

2. Pengawasan 24/7 – semua aktivitas dipantau, baik online maupun offline.

4. Tidak boleh beda pendapat – kritik dianggap ancaman dan pembangkangan.",30,1842,0,90524,https://x.com/barengwarga/status/1969450319949312481,1872
